,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,bezos_bucks,bezos_year,bezos_week
21,2020-02-03T00:00:00.000Z,2004.2,2048.5,2000.25,2010.6,5899094,2004.2,2048.5,2000.25,2010.6,5899094,0.0,1.0,111786259200.0,5922853440.000003,7951426559.999997
22,2020-02-04T00:00:00.000Z,2049.67,2059.8,2015.37,2029.88,5289338,2049.67,2059.8,2015.37,2029.88,5289338,0.0,1.0,114322393920.0,8458988160.000004,12344902080.00001
23,2020-02-05T00:00:00.000Z,2039.87,2071.02,2032.0,2071.02,4376174,2039.87,2071.02,2032.0,2071.02,4376174,0.0,1.0,113775789119.99998,7912383359.999995,10408917119.999994
24,2020-02-06T00:00:00.000Z,2050.23,2056.3,2024.8,2041.02,3182954,2050.23,2056.3,2024.8,2041.02,3182954,0.0,1.0,114353628480.0,8490222720.000002,10721820480.000002
25,2020-02-07T00:00:00.000Z,2079.28,2098.53,2038.1,2041.99,5095347,2079.28,2098.53,2038.1,2041.99,5095347,0.0,1.0,115973921280.0,10110515520.000011,11634873600.000008
26,2020-02-10T00:00:00.000Z,2133.91,2135.6,2084.96,2085.01,5056235,2133.91,2135.6,2084.96,2085.01,5056235,0.0,1.0,119020964159.99998,13157558399.999994,6982597439.99999
27,2020-02-11T00:00:00.000Z,2150.8,2185.95,2136.0,2150.9,5746011,2150.8,2185.95,2136.0,2150.9,5746011,0.0,1.0,119963020800.00002,14099615040.000011,8176761600.000007
28,2020-02-12T00:00:00.000Z,2160.0,2180.25,2155.29,2163.2,3334264,2160.0,2180.25,2155.29,2163.2,3334264,0.0,1.0,120476160000.0,14612754240.0,6153766079.999997
29,2020-02-13T00:00:00.000Z,2149.87,2170.28,2142.0,2144.99,3031791,2149.87,2170.28,2142.0,2144.99,3031791,0.0,1.0,119911149120.0,14047743359.999994,6135360000.0
30,2020-02-14T00:00:00.000Z,2134.87,2159.04,2125.89,2155.68,2606169,2134.87,2159.04,2125.89,2155.68,2606169,0.0,1.0,119074509120.0,13211103359.999994,4720880639.999993
31,2020-02-18T00:00:00.000Z,2155.67,2166.07,2124.11,2125.02,2951070,2155.67,2166.07,2124.11,2125.02,2951070,0.0,1.0,120234649920.00002,14371244160.000004,4260728639.9999933
32,2020-02-19T00:00:00.000Z,2170.22,2185.1,2161.12,2167.8,2561165,2170.22,2185.1,2161.12,2167.8,2561165,0.0,1.0,121046190719.99998,15182784959.999989,2025226559.9999971
33,2020-02-20T00:00:00.000Z,2153.1,2176.79,2127.45,2173.07,3131342,2153.1,2176.79,2127.45,2173.07,3131342,0.0,1.0,120091305600.0,14227899839.999996,128284799.99998479
34,2020-02-21T00:00:00.000Z,2095.97,2144.55,2088.0,2142.15,4650740,2095.97,2144.55,2088.0,2142.15,4650740,0.0,1.0,116904822720.0,11041416959.999989,-3571337280.000011
35,2020-02-24T00:00:00.000Z,2009.29,2039.3,1987.97,2003.18,6546997,2009.29,2039.3,1987.97,2003.18,6546997,0.0,1.0,112070159039.99998,6206753279.999998,-7840990079.999997
36,2020-02-25T00:00:00.000Z,1972.74,2034.6,1958.42,2026.42,6219094,1972.74,2034.6,1958.42,2026.42,6219094,0.0,1.0,110031546240.0,4168140480.000001,-9042962879.999994
37,2020-02-26T00:00:00.000Z,1979.59,2014.67,1960.45,1970.28,5240402,1979.59,2014.67,1960.45,1970.28,5240402,0.0,1.0,110413611840.0,4550206079.999997,-9821038080.00001
38,2020-02-27T00:00:00.000Z,1884.3,1975.0,1882.76,1934.38,8143993,1884.3,1975.0,1882.76,1934.38,8143993,0.0,1.0,105098716800.0,-764688960.000002,-15947473919.99999
39,2020-02-28T00:00:00.000Z,1883.75,1889.76,1811.13,1814.63,9493797,1883.75,1889.76,1811.13,1814.63,9493797,0.0,1.0,105068040000.0,-795365759.9999996,-15023265599.999994
40,2020-03-02T00:00:00.000Z,1953.95,1954.51,1870.0,1906.49,6761651,1953.95,1954.51,1870.0,1906.49,6761651,0.0,1.0,108983515200.0,3120109440.000003,-7921307519.999987
41,2020-03-03T00:00:00.000Z,1908.99,1996.33,1888.09,1975.37,7534491,1908.99,1996.33,1888.09,1975.37,7534491,0.0,1.0,106475826240.0,612420480.000001,-5594332799.999997
42,2020-03-04T00:00:00.000Z,1975.83,1978.0,1922.0,1946.57,4772919,1975.83,1978.0,1922.0,1946.57,4772919,0.0,1.0,110203894080.0,4340488319.999997,172347839.99999544
43,2020-03-05T00:00:00.000Z,1924.03,1960.72,1910.0,1933.0,4748210,1924.03,1960.72,1910.0,1933.0,4748210,0.0,1.0,107314697280.0,1451291519.9999993,-3098914559.999997
44,2020-03-06T00:00:00.000Z,1901.09,1910.87,1869.5,1875.0,5273580,1901.09,1910.87,1869.5,1875.0,5273580,0.0,1.0,106035195840.0,171790079.99999595,936479039.999998
45,2020-03-09T00:00:00.000Z,1800.61,1862.77,1761.29,1773.86,7813232,1800.61,1862.77,1761.29,1773.86,7813232,0.0,1.0,100430823359.99998,-5432582400.000005,-4637216640.000006
46,2020-03-10T00:00:00.000Z,1891.82,1894.27,1818.17,1870.88,7133310,1891.82,1894.27,1818.17,1870.88,7133310,0.0,1.0,105518152320.0,-345253440.00000304,-3465362880.0000067
47,2020-03-11T00:00:00.000Z,1820.86,1871.32,1801.5,1857.85,5646831,1820.86,1871.32,1801.5,1857.85,5646831,0.0,1.0,101560287359.99998,-4303118400.000005,-4915538880.000006
48,2020-03-12T00:00:00.000Z,1676.61,1765.0,1675.0,1721.98,11346214,1676.61,1765.0,1675.0,1721.98,11346214,0.0,1.0,93514599359.99998,-12348806400.000006,-16689294720.000004
49,2020-03-13T00:00:00.000Z,1785.0,1786.31,1680.62,1755.0,8809725,1785.0,1786.31,1680.62,1755.0,8809725,0.0,1.0,99560160000.0,-6303245759.999999,-7754537279.999998
50,2020-03-16T00:00:00.000Z,1689.15,1759.45,1626.03,1641.51,8917265,1689.15,1759.45,1626.03,1641.51,8917265,0.0,1.0,94214030400.00002,-11649375359.999994,-11821165439.99999
51,2020-03-17T00:00:00.000Z,1807.84,1857.78,1689.24,1775.47,10917129,1807.84,1857.78,1689.24,1775.47,10917129,0.0,1.0,100834083840.0,-5029321920.000004,403260480.000001
52,2020-03-18T00:00:00.000Z,1830.0,1841.66,1745.0,1750.0,9596297,1830.0,1841.66,1745.0,1750.0,9596297,0.0,1.0,102070080000.0,-3793325759.9999995,-3448072319.9999967
53,2020-03-19T00:00:00.000Z,1880.93,1945.0,1832.65,1860.0,10399943,1880.93,1945.0,1832.65,1860.0,10399943,0.0,1.0,104910751680.0,-952654079.999996,3350464320.000009
54,2020-03-20T00:00:00.000Z,1846.09,1957.0,1820.73,1926.31,9817850,1846.09,1957.0,1820.73,1926.31,9817850,0.0,1.0,102967515840.0,-2895889920.000004,9452916480.000002
55,2020-03-23T00:00:00.000Z,1902.83,1919.4,1812.0,1827.75,7808489,1902.83,1919.4,1812.0,1827.75,7808489,0.0,1.0,106132246080.0,268840319.9999965,6572086079.999997
56,2020-03-24T00:00:00.000Z,1940.1,1955.0,1900.34,1952.01,7147080,1940.1,1955.0,1900.34,1952.01,7147080,0.0,1.0,108211017599.99998,2347611839.999995,13996987199.99999
57,2020-03-25T00:00:00.000Z,1885.84,1950.26,1885.78,1920.69,6479073,1885.84,1950.26,1885.78,1920.69,6479073,0.0,1.0,105184611840.0,-678793920.000004,4350528000.0
58,2020-03-26T00:00:00.000Z,1955.49,1956.49,1889.29,1902.0,6235118,1955.49,1956.49,1889.29,1902.0,6235118,0.0,1.0,109069410240.0,3206004480.000001,6999330240.000001
59,2020-03-27T00:00:00.000Z,1900.1,1939.79,1899.92,1930.86,5387897,1900.1,1939.79,1899.92,1930.86,5387897,0.0,1.0,105979977599.99998,116571839.99999544,1069225919.9999915
60,2020-03-30T00:00:00.000Z,1963.95,1973.63,1912.34,1922.83,6126087,1963.95,1973.63,1912.34,1922.83,6126087,0.0,1.0,109541275200.0,3677869440.000003,6573759360.000007
61,2020-03-31T00:00:00.000Z,1949.72,1993.02,1944.01,1964.35,5123626,1949.72,1993.02,1944.01,1964.35,5123626,0.0,1.0,108747582720.0,2884176960.000002,2615336640.0000057
62,2020-04-01T00:00:00.000Z,1907.7,1944.96,1893.0,1932.97,4121875,1907.7,1944.96,1893.0,1932.97,4121875,0.0,1.0,106403875200.0,540469440.000003,-1807142399.9999924
63,2020-04-02T00:00:00.000Z,1918.83,1927.53,1890.0,1901.64,4335985,1918.83,1927.53,1890.0,1901.64,4335985,0.0,1.0,107024662080.0,1161256319.9999964,1840050240.0000005
64,2020-04-03T00:00:00.000Z,1906.59,1926.33,1889.15,1911.15,3609870,1906.59,1926.33,1889.15,1911.15,3609870,0.0,1.0,106341963840.0,478558079.99999595,-2727446400.0000052
65,2020-04-06T00:00:00.000Z,1997.59,1998.52,1930.02,1936.0,5773181,1997.59,1998.52,1930.02,1936.0,5773181,0.0,1.0,111417579840.0,5554174079.999997,5437602240.000001
66,2020-04-07T00:00:00.000Z,2011.6,2035.72,1997.62,2017.11,5113983,2011.6,2035.72,1997.62,2017.11,5113983,0.0,1.0,112199001599.99998,6335595839.999995,2657726399.9999924
67,2020-04-08T00:00:00.000Z,2043.0,2044.0,2011.15,2021.0,3977313,2043.0,2044.0,2011.15,2021.0,3977313,0.0,1.0,113950368000.0,8086962240.0,5202785279.999998
68,2020-04-09T00:00:00.000Z,2042.76,2053.0,2017.66,2044.3,4655617,2042.76,2053.0,2017.66,2044.3,4655617,0.0,1.0,113936981760.0,8073576000.0,7533106559.999997
69,2020-04-13T00:00:00.000Z,2168.87,2180.0,2038.0,2040.0,6716709,2168.87,2180.0,2038.0,2040.0,6716709,0.0,1.0,120970893120.0,15107487359.999994,13946231039.999998
70,2020-04-14T00:00:00.000Z,2283.32,2292.0,2186.21,2200.47,8087193,2283.32,2292.0,2186.21,2200.47,8087193,0.0,1.0,127354456320.0,21491050560.00001,21012492480.000015
71,2020-04-15T00:00:00.000Z,2307.68,2333.37,2245.0,2257.68,6866567,2307.68,2333.37,2245.0,2257.68,6866567,0.0,1.0,128713159680.0,22849753919.99999,17295579839.999992
72,2020-04-16T00:00:00.000Z,2408.19,2461.0,2335.0,2346.0,12038201,2408.19,2461.0,2335.0,2346.0,12038201,0.0,1.0,134319205440.0,28455799680.000004,22120203840.000008
73,2020-04-17T00:00:00.000Z,2375.0,2400.0,2316.02,2372.33,7930010,2375.0,2400.0,2316.02,2372.33,7930010,0.0,1.0,132468000000.0,26604594240.000004,18517632000.0
